245.352,240.870,244.033,242.483,240.888,246.229
492.551,506.709,493.909,489.844,513.328,495.180
515.356,524.014,558.864,551.088,515.406,532.371
708.944,672.388,674.766,1028.823,1020.173,991.858
1176.937,1189.507,1200.798,1180.906,1175.394,1176.284
1312.024,1339.765,1347.912,1335.747,1334.304,1317.437
