0.970,1.061,1.044,1.033,1.059,1.002
3.388,3.444,3.439,3.452,3.440,3.427
7.139,7.173,7.120,7.238,7.168,7.199
12.359,12.391,12.328,12.394,12.364,12.364
18.824,19.024,18.773,18.777,18.793,18.856
26.511,26.691,26.516,26.529,26.606,26.531
