1.056,1.145,1.162,1.073,1.084,1.241,1.134,1.263,1.189,1.019
3.254,2.730,3.856,3.627,3.525,2.765,2.634,3.258,3.200,3.695
4.529,3.541,4.474,5.763,5.152,5.111,4.693,4.012,4.491,4.920
5.024,9.114,7.406,7.188,7.234,6.452,8.695,6.351,5.907,5.219
7.601,7.986,9.365,6.937,7.860,7.446,6.565,8.064,7.753,10.272
10.433,8.882,11.298,7.446,12.123,10.958,7.701,8.626,7.918,8.007
16.202,14.676,13.233,15.396,10.008,9.795,16.852,7.494,9.984,14.516
19.293,15.835,10.531,8.773,18.622,10.157,12.206,19.411,9.348,13.049
12.642,15.862,15.895,19.542,11.938,22.115,19.768,12.904,12.839,12.775
15.649,17.178,11.986,12.918,13.959,15.040,16.089,15.930,14.935,15.854
13.424,11.107,21.223,17.815,16.922,17.843,23.514,11.154,25.946,13.344
