80.723,126.220,176.324,175.712,84.025,118.759,118.731,175.984,177.833,177.055
149.951,140.249,145.437,45.537,59.052,58.843,58.815,57.068,86.138,175.213
45.479,77.252,58.284,148.321,58.522,58.372,56.500,47.409,88.603,176.160
121.465,64.517,58.133,55.810,46.457,45.694,30.066,13.668,85.596,126.116
56.905,62.423,59.060,45.757,57.470,61.705,31.842,49.303,40.904,129.040
39.249,67.915,55.300,55.093,55.552,59.562,59.516,24.999,19.711,87.043
16.275,53.127,56.636,54.481,45.878,24.111,34.941,8.087,26.560,83.759
46.016,13.260,12.348,45.477,54.895,29.411,42.816,42.817,53.594,110.450
8.183,15.326,27.176,10.790,16.016,16.293,31.734,8.548,20.519,52.477
40.532,6.238,5.493,15.073,8.139,12.519,40.064,17.695,9.029,64.255
6.445,15.972,12.519,27.279,7.999,14.036,8.006,18.060,10.521,72.001
10.294,15.880,38.499,12.222,15.734,12.433,12.316,12.145,6.181,88.733
15.191,9.735,9.792,13.920,13.278,16.479,30.030,8.390,4.463,45.944
9.867,5.476,15.187,15.770,13.102,13.489,8.046,7.990,19.892,41.817
10.084,5.387,5.368,5.474,6.366,6.391,8.501,13.353,6.670,49.414
9.755,5.436,5.411,5.359,16.767,6.293,24.435,8.050,5.354,69.547
8.863,15.712,8.129,7.992,5.540,7.851,7.033,6.106,8.960,14.842
9.674,9.790,13.263,11.481,6.205,8.004,7.050,24.693,5.319,19.440
14.959,5.447,5.545,8.916,6.092,14.968,11.486,7.108,13.532,52.234
13.336,9.842,15.825,13.288,9.792,8.016,8.896,7.226,9.394,11.994
