13.255,12.280,12.661,12.750,10.698,10.481,14.161,12.826,13.413,14.594
144.316,144.950,85.902,86.323,145.240,132.048,130.029,146.140,147.904,152.728
297.074,280.007,282.180,283.921,281.994,272.366,286.838,281.466,279.370,289.438
469.999,465.441,458.459,454.695,483.877,469.247,467.805,454.145,461.255,460.201
565.738,574.123,565.327,563.317,568.136,559.911,557.932,559.080,446.221,457.038
515.284,533.561,534.252,542.803,525.848,521.100,545.274,664.849,650.402,681.446
935.201,941.783,969.927,955.243,949.316,963.296,974.961,692.280,701.659,948.974
1064.342,1057.551,1067.606,1042.841,1069.442,1048.192,1079.415,1057.645,1065.690,1079.819
1151.552,1143.719,1124.053,1161.418,1192.652,1141.200,1167.309,1132.996,1161.471,1191.179
1279.705,1282.837,1286.406,1309.108,1285.342,1302.779,1242.790,1248.017,1290.935,1208.052
1336.942,1323.290,1356.837,1332.589,1326.475,1407.717,1349.837,1380.218,1387.184,1407.172
