0.013,0.015,0.018,0.014,0.020,0.016,0.021,0.009,0.020,0.018
0.448,0.465,0.481,0.479,0.413,0.482,0.494,0.457,0.458,0.478
1.447,1.433,1.437,1.385,1.439,1.433,1.448,1.391,1.401,1.454
2.950,2.942,2.823,2.827,2.942,2.933,2.939,2.975,2.843,2.943
4.940,4.888,4.775,4.933,4.962,4.776,4.930,4.940,4.961,4.783
7.373,7.364,7.379,7.136,7.405,7.375,7.374,7.148,7.429,7.164
10.372,10.433,10.447,10.457,10.125,10.499,10.413,10.456,10.136,10.461
13.933,13.962,13.528,13.965,13.966,13.953,13.579,13.963,13.993,13.959
17.441,17.887,17.882,17.473,17.959,17.400,17.912,17.403,17.879,17.902
22.262,22.246,21.711,22.351,21.705,22.287,21.674,22.286,22.224,22.340
26.515,27.156,27.235,27.152,26.512,27.199,27.148,27.161,26.474,27.175
