186.912,189.262,185.891,183.596,184.843,183.450,184.259,184.042,184.767,188.167
186.261,185.938,187.415,189.870,187.500,194.990,187.289,189.205,202.708,194.099
202.581,212.619,211.390,197.291,222.393,211.713,202.982,209.561,205.801,189.421
189.662,186.631,185.252,184.759,186.718,184.708,190.002,186.249,188.537,194.233
195.872,187.921,183.787,183.777,182.916,185.666,214.318,215.746,221.302,220.956
219.231,217.589,217.745,218.485,215.893,216.434,216.080,217.476,220.277,220.444
221.559,219.003,216.455,203.801,200.672,198.840,201.413,200.851,201.235,204.111
202.055,202.089,197.680,198.784,201.366,202.772,198.005,201.305,199.601,202.978
203.160,207.987,203.384,198.200,202.001,200.180,198.523,205.888,201.889,200.969
210.208,200.890,202.476,203.826,201.077,206.340,199.304,204.827,207.082,201.751
200.103,201.537,200.684,204.583,202.703,198.439,200.126,199.119,201.050,204.147
205.692,202.316,207.780,204.973,204.152,199.860,200.783,205.477,203.190,204.298
202.277,206.780,200.816,205.013,199.113,204.272,196.949,200.809,205.399,204.076
204.513,202.240,198.240,208.529,202.177,201.662,200.155,203.169,204.844,205.957
