0.973,0.981,0.937,0.939,0.920,0.948,0.912,0.873,0.949,0.962
0.971,0.981,0.931,0.939,0.915,0.943,0.895,0.846,0.948,0.961
0.967,0.979,0.921,0.937,0.903,0.939,0.882,0.828,0.937,0.959
0.959,0.978,0.911,0.924,0.894,0.935,0.864,0.823,0.935,0.957
0.967,0.977,0.900,0.920,0.883,0.928,0.852,0.809,0.931,0.956
0.962,0.976,0.894,0.910,0.874,0.925,0.841,0.802,0.928,0.954
